头实体,关系,尾实体
国立西南联合大学,知名人物,洪朝生
张闳,毕业院校,华东师范大学
北京理工大学,历任领导,胡海岩
漆腊应,毕业院校,武汉大学
汉阳大学,知名人物,崔智友
徐进,毕业院校,哈尔滨工业大学
同济大学,知名人物,张喜刚
东南大学,历任领导,朱家骅
付聪,毕业院校,中国传媒大学
湘潭大学,知名人物,廖小平
高远,毕业院校,北京电影学院
西安交通大学,历任领导,王清穆
北京电影学院,知名人物,张天其
梁思成,毕业院校,宾夕法尼亚大学
曹磊,毕业院校,华南师范大学音乐学院
程启蒙,毕业院校,中央戏剧学院
重庆大学,知名人物,周星余
安又琪,毕业院校,北京电影学院
香港中文大学,知名人物,古天农
凌建明,毕业院校,同济大学
林杰,毕业院校,南京大学
华东师范大学,知名人物,李殿勋
马海燕,毕业院校,北京电影学院继续教育学院
中央戏剧学院,知名人物,孙红雷
刘锦玲,毕业院校,亚洲电视艺员训练班
中国作家协会,现任领导,关仁山
丁宇辰,毕业院校,北京电影学院
姚芊羽,毕业院校,上海戏剧学院
华东师范大学,知名人物,汤亮
兰州交通大学,知名人物,何义亮
高岛政宏,毕业院校,成城大学
中山大学,知名人物,曾益新
西安电子科技大学,现任领导,任小龙
西南交通大学,知名人物,曹俊杰
北京电影学院,知名人物,何珺
金晶,毕业院校,北京电影学院
北京电影学院,知名人物,孙铱
哈尔滨工业大学,知名人物,黄清渠
高晓江,毕业院校,清华大学
梁柏坚,毕业院校,香港浸会大学
京都大学,知名人物,小林诚
四川大学,现任领导,游劲松
戴芳澜,毕业院校,哥伦比亚大学
蔡琳,毕业院校,首尔艺术大学
谭炯,毕业院校,武汉大学
香港中文大学,知名人物,王晓刚
合肥工业大学,知名人物,丁文武
北京电影学院,知名人物,马元
王喜,毕业院校,圣公会基孝中学
朴贞雅,毕业院校,同德女子大学
西南大学,知名人物,向宗鲁
香港中文大学,知名人物,汤显明
孔令美,毕业院校,中央戏剧学院
首尔艺术大学,知名人物,安在旭
李白,毕业院校,对外经济贸易大学
合肥工业大学,知名人物,张华龙
北京外国语大学,知名人物,张小康
北京电影学院,知名人物,张恒
刘建平,毕业院校,湘潭大学
何翯,毕业院校,中央戏剧学院
张姝,毕业院校,中央戏剧学院
香港中文大学,知名人物,吴基培
万鹏,毕业院校,北京舞蹈学院
北京工商大学,知名人物,童敏
重庆大学,现任领导,王树新
秦启维,毕业院校,香港演艺学院
陈梓童,毕业院校,北京现代音乐研修学院
浙江越秀外国语学院,现任领导,叶兴国
朱旭,毕业院校,华北大学
辛月,毕业院校,中央戏剧学院
陈元,毕业院校,中国社会科学院研究生院
蔡瀚亿,毕业院校,香港演艺学院
中山大学,知名人物,谢志光
培查雅·朝哇里,毕业院校,泰国国立法政大学
陈涛,毕业院校,清华大学
梁婧娴,毕业院校,中央戏剧学院表演系
海南大学,知名人物,董英山
吴中天,毕业院校,台湾艺术大学
侯梦瑶,毕业院校,北京舞蹈学院
谢盈萱,毕业院校,台北艺术大学
国立西南联合大学,知名人物,宋叔和
何乙轩,毕业院校,北京电影学院
香港中文大学,知名人物,罗勃
白冰,毕业院校,西北政法大学
丁宏,毕业院校,山西大学
兰州交通大学,知名人物,杨志团
长治医学院,创始人,何穆
北京舞蹈学院,知名人物,韩鹏翼
潘芳芳,毕业院校,夏威夷大学
李京鸿,毕业院校,中国戏曲学院
任嘉伦,毕业院校,青岛外事服务职业学校
复旦大学,知名人物,梁信军
齐西伟,毕业院校,东北大学
吴春梅,毕业院校,上海师范大学
马晓灿,毕业院校,北京电影学院
北京电影学院,知名人物,鲁昕儿
同济大学,知名人物,张首晟
西南大学,知名人物,冯小明
汪国真,毕业院校,暨南大学中文系
中山大学,现任领导,郑跃
吉林大学,知名人物,修涞贵
中国科学技术大学,现任领导,周丛照
北京电影学院,知名人物,唐国强
山西大学,知名人物,杨畅
张文武,毕业院校,对外经济贸易大学
曾佩瑜,毕业院校,渥太华大学
萧煌奇,毕业院校,台北市立启明学校
同济大学,知名人物,肖绪文
屈梁生,毕业院校,交通大学
北京工商大学,历任领导,沈愉
中国社会科学院研究生院,现任领导,朱昌荣
中国科学院大学,历任领导,刘伟平
北京交通大学,知名人物,简水生
四川师范大学,知名人物,高宁
浙江大学,现任领导,黄先海
香港中文大学,知名人物,高美庆
西南交通大学,知名人物,徐立华
北京师范大学,知名人物,邹铭
中国社会科学院,历任领导,马洪
北京大学,知名人物,唐敖庆
山西大学,知名人物,王建忠
南开大学,知名人物,杨志明
李君明,毕业院校,北京师范大学
西安交通大学,知名人物,岳华峰
重庆大学,知名人物,谭松平
黄才伦,毕业院校,中国人民解放军国防大学军事文化学院
香港中文大学,现任领导,陈德章
兰州交通大学,现任领导,苏程
朴英奎,毕业院校,首尔艺术大学
重庆大学,知名人物,刘占芳
李曼,毕业院校,中央戏剧学院
北京舞蹈学院,知名人物,金晨
英旗,毕业院校,北京电影学院
东南大学,知名人物,吴学蔺
中国作家协会,现任领导,吴义勤
成都理工大学,知名人物,朱明仓
香港大学,知名人物,刘仙洲
香港科技大学,知名人物,曾钢
黄景瑜,毕业院校,辽东学院
中央财经大学,知名人物,贝仲选
香港演艺学院,知名人物,蓝心妍
伦敦大学,知名人物,丹麦国王
同济大学,知名人物,柳亦春
河北师范大学,知名人物,贺泓
东华大学,知名人物,李欣泽
西安交通大学,知名人物,林秉南
黑龙江大学,知名人物,何颖
耶鲁大学,领导,彼得·沙洛维
焦晃,毕业院校,上海戏剧学院
北京电影学院,知名人物,黄渤
何炅,毕业院校,北京外国语大学
郑州大学,现任领导,李蓬
唐立民,毕业院校,密歇根大学
张青卫,毕业院校,湖南科技大学
朱一龙,毕业院校,北京电影学院
中国作家协会,历任领导,李冰
复旦大学,历任领导,陈望道
刘延东,毕业院校,吉林大学
武汉科技大学,知名人物,胡社军
郑爽,毕业院校,北京电影学院
四川师范大学,知名人物,赵志刚
古天乐,毕业院校,迦密中学
暨雅,毕业院校,湖南大学
吕令子,毕业院校,波士顿大学
简慕华,毕业院校,香港科技大学
安徽师范大学,知名人物,管必红
北京林业大学,知名人物,朱之悌
上海理工大学,知名人物,田炳耕
海南大学,历任领导,武耀廷
同济大学,知名人物,沈世钊
中央戏剧学院,知名人物,黄盈
中国美术学院,知名人物,杨洁
李小璐,毕业院校,北京美国英语语言专修学院
北京电影学院,知名人物,周牧茵
斯坦福大学,知名人物,费翔
中国社会科学院研究生院,知名人物,吴焰
吉林大学,知名人物,朱光亚
徐婷,毕业院校,四川传媒学院
香港大学,知名人物,李焯芬
中央戏剧学院,知名人物,徐纪周
中国科学院,现任领导,张亚平
孙雅丽,毕业院校,四川音乐学院
孙楚鸿,毕业院校,北京电影学院
阚清子,毕业院校,北京电影学院
胡海岩,毕业院校,南京航空航天大学
郑罗茜,毕业院校,北京电影学院
吉林大学,知名人物,谭智
重庆大学,知名人物,亓肖肖
北京大学,知名人物,刘天华
安徽师范大学,历任领导,沈家仕
伦敦大学,知名人物,巴拿马总统
华中师范大学,知名人物,吴毅
邱秋,毕业院校,北京电影学院
吴情操,毕业院校,南昌大学
张辉,毕业院校,北京电影学院
沈阳音乐学院,知名人物,王芳
重庆大学,知名人物,张序九
刘亦彤,毕业院校,南加利福尼亚大学
大连理工大学,历任领导,贾振元
美,毕业院校,同德女子大学
西安交通大学,知名人物,李乐民
北京外国语大学,历任领导,王福祥
李春嫒,毕业院校,北京电影学院
张红梅,毕业院校,安徽大学
重庆交通大学,现任领导,张铭
上海商学院,历任领导,朱国宏
李刚,毕业院校,香港理工大学
西安电子科技大学,现任领导,白旭东
湘潭大学,知名人物,严文斌
宋昌义,毕业院校,首尔艺术大学
四川传媒学院,现任领导,何建平
北京交通大学,知名人物,蔡赟
孙清,毕业院校,上海戏剧学院
兰州交通大学,知名人物,刘永红
哈尔滨工业大学,知名人物,中央委员
聂鹏,毕业院校,同济大学
中国科学技术大学,历任领导,郭沫若
西安交通大学,知名人物,曹建猷
中国社会科学院研究生院,现任领导,张波
中国美术学院,知名人物,董希文
高靖南,毕业院校,中央戏剧学院
中国社会科学院研究生院,知名人物,江泽林
东南大学,知名人物,汪胡桢
崔莉雅,毕业院校,浙江传媒学院
山西大学,知名人物,郭裕怀
电子科技大学,知名人物,何健
徐松子,毕业院校,中央戏剧学院
宋晓英,毕业院校,北京电影学院
金晔,毕业院校,华东师范大学
中国社会科学院研究生院,知名人物,杨一凡
李现,毕业院校,北京电影学院
叶选平,毕业院校,延安自然科学院
海南大学,现任领导,聂清斌
西安交通大学,现任领导,柴渭
西南大学,知名人物,赵帅
朱立学,毕业院校,华中农业大学
华中师范大学,历任领导,丁烈云
方复全,毕业院校,吉林大学
李雪琴,毕业院校,北京大学
香港中文大学,知名人物,谢峰
南开大学,知名人物,崔济哲
王西,毕业院校,北京舞蹈学院
寺田农,毕业院校,早稻田大学
鲍晓毅,毕业院校,中国科学院
香港科技大学,历任领导,朱经武
首尔艺术大学,知名人物,张铉诚
崔红红,毕业院校,上海戏剧学院
长治医学院,现任领导,段发明
北山宏光,毕业院校,亚细亚大学
张浩天,毕业院校,北京电影学院
刘斌,毕业院校,华中师范大学
中央财经大学,知名人物,经济学家
北京舞蹈学院,知名人物,吕星辰
重庆工商大学,现任领导,张海燕
王飞,毕业院校,上海交通大学
康乐,毕业院校,中国艺术研究院
伦敦大学,知名人物,约翰·肯尼迪
华中师范大学,历任领导,王庆生
香港大学,知名人物,叶嘉安
张强,毕业院校,北京航空航天大学
西安交通大学,知名人物,华裕达
吴亦凡,毕业院校,加拿大温斯顿爵士丘吉尔中学
刘冰玥,毕业院校,北京舞蹈学院
四川音乐学院,知名人物,何洁
四川师范大学,知名人物,杨志远
上海师范大学,现任领导,李晔
黑龙江工程学院,现任领导,荣盘祥
康庭瑜,毕业院校,牛津大学
中华全国妇女联合会,现任领导,马璐
暨南大学,现任领导,林如鹏
江婉颖,毕业院校,暨南大学
华东师范大学,知名人物,江南春
张绍刚,毕业院校,中国传媒大学
合肥工业大学,知名人物,王鹤龄
香港演艺学院,知名人物,翁虹
谢闻轩,毕业院校,江西艺术职业学院
湘潭大学,历任领导,章兢
张新成,毕业院校,中央戏剧学院
王砚辉,毕业院校,云南艺术学院
香港中文大学,知名人物,王桂埙
同济大学,现任领导,方守恩
于淼,毕业院校,大连民族大学
重庆大学,知名人物,全子一
香港中文大学,知名人物,顾敏
香港科技大学,知名人物,李应樵
侯志腾,毕业院校,清华大学
林江国,毕业院校,上海戏剧学院
王思平,毕业院校,东南科技大学
南京师范大学,历任领导,吴有训
武汉科技大学,知名人物,范钦臣
莫高义,毕业院校,中山大学
伦敦大学,知名人物,泰国总理
中国作家协会,现任领导,叶尔克西·胡尔曼别克
西安美术学院,知名人物,蔡亮
湘潭大学,知名人物,王勇
珍妮·麦克蒂尔,毕业院校,皇家戏剧艺术学院
邱祥聘,毕业院校,爱荷华州立大学
郭笑天,毕业院校,北京电影学院
吴洲凯,毕业院校,北京舞蹈学院
重庆大学,知名人物,刘加平
李润成,毕业院校,中国戏曲学院
戴琪华,毕业院校,浙江传媒学院
北京电影学院,知名人物,彭冠英
邹萍,毕业院校,云南大学
北京大学,知名人物,吴大猷
燕京大学,知名人物,郑振铎
台湾大学,知名人物,苏有朋
西安交通大学,知名人物,杨槱
林家川,毕业院校,北京电影学院
郭晓峰,毕业院校,北京电影学院
中国人民大学,历任领导,胡锡奎
上海理工大学,知名人物,江绍原
罗文,毕业院校,广州市越秀外国语学校
韩艺瑟,毕业院校,塞里图斯学院
耿明吉,毕业院校,北京电影学院
重庆大学,知名人物,俞建章
西安电子科技大学,知名人物,王志刚
香港中文大学,知名人物,吴伟明
练练,毕业院校,北京电影学院
汪兴国,毕业院校,江苏省泰兴中学
李洪权,毕业院校,中央戏剧学院
陈乃荣,毕业院校,上海师范大学城市与旅游学院
古子成,毕业院校,上海戏剧学院
邵峰,毕业院校,北京电影学院
兰州交通大学,知名人物,鲍继怀
钱家盛,毕业院校,合肥工业大学
杨美子,毕业院校,中央民族大学
上海师范大学,知名人物,徐未晚
赵倬霆,毕业院校,北京电影学院
同济大学,历任领导,周家伦
湘潭大学,知名人物,符国群
岳丽娜,毕业院校,中央戏剧学院
陈伟,毕业院校,南开大学
北京电影学院,知名人物,练练
中国科学院大学,知名人物,朱光亚
张翔,毕业院校,上海视觉艺术学院
孙斌,毕业院校,上海戏剧学院
徐风,毕业院校,上海戏剧学院
西安交通大学,知名人物,陈德仁
